LocationID,borough,longitude,latitude
122,Queens,-73.76119590149993,40.71095828749988
123,Brooklyn,-73.96453577199983,40.59992788599992
124,Queens,-73.84478163086115,40.65957751733932
125,Manhattan,-74.00867659015563,40.72546842899988
126,Bronx,-73.88559393720027,40.81391527000517
127,Manhattan,-73.9195757623364,40.86445877063812
128,Manhattan,-73.92187440824199,40.87285330306071
129,Queens,-73.88464253049986,40.75917431549987
130,Queens,-73.79241185499988,40.70327945099989
131,Queens,-73.77298537549986,40.72045217399986
132,Queens,-73.78962256848521,40.64270355737841
133,Brooklyn,-73.97819427599987,40.639400948999885
134,Queens,-73.82976224899986,40.70868975249993
135,Queens,-73.8208170044999,40.7295279574999
136,Bronx,-73.90539442299959,40.86536498299986
137,Manhattan,-73.97717209350196,40.74033574977528
138,Queens,-73.87344023987974,40.774851314127446
139,Queens,-73.74374868249993,40.67786543249992
140,Manhattan,-73.95472774589084,40.765305162962136
141,Manhattan,-73.95963426699993,40.76695150749994
142,Manhattan,-73.981530168,40.77365866749992
143,Manhattan,-73.9884571529746,40.77578524049993
144,Manhattan,-73.99724364299989,40.7208317919999
145,Queens,-73.94962883744297,40.7465819017009
146,Queens,-73.93410482599992,40.75439966049992
147,Bronx,-73.89865102299996,40.8190645764999
148,Manhattan,-73.99066416299985,40.719101661499856
149,Brooklyn,-73.94642772599988,40.60632914249986
150,Brooklyn,-73.94517721099993,40.58046338042256
151,Manhattan,-73.96822204207639,40.797859116286894
152,Manhattan,-73.95405467248986,40.81751932147567
153,Manhattan,-73.91122570160039,40.875597697492566
154,Brooklyn,-73.90822143191028,40.59313302587802
155,Brooklyn,-73.91726201423214,40.61779794555026
156,Staten Island,-74.16934388875629,40.62876220423896
157,Queens,-73.90559976837736,40.72402549949996
158,Manhattan,-74.00977439058099,40.73529527461579
159,Bronx,-73.91395997899984,40.8183345234999
160,Queens,-73.8822008279999,40.71856266999991
161,Manhattan,-73.97768016050001,40.75803031499993
162,Manhattan,-73.97247058149988,40.75683997849992
163,Manhattan,-73.97704129499989,40.76438657849988
164,Manhattan,-73.98568407899992,40.74908338549992
165,Brooklyn,-73.95794227799996,40.62007445249993
166,Manhattan,-73.96160445538064,40.80962137687038
167,Bronx,-73.90139331649988,40.82798767699991
168,Bronx,-73.9146704041826,40.80709775342672
169,Bronx,-73.90625315449984,40.84922590399989
170,Manhattan,-73.97764804049993,40.74772537849988
171,Queens,-73.80844514399993,40.7686573144999
172,Staten Island,-74.10492810109592,40.57244281468053
173,Queens,-73.86339178649989,40.7516370124999
174,Bronx,-73.87873647099987,40.87685491549992
175,Queens,-73.75394971599994,40.74330428899989
176,Staten Island,-74.1221582960032,40.56207458560746
177,Brooklyn,-73.91139941699996,40.67715529049989
178,Brooklyn,-73.97035491649984,40.61763614749991
179,Queens,-73.92778014561382,40.77142084690918
180,Queens,-73.84834881449993,40.67506227649991
181,Brooklyn,-73.98281926999994,40.67193495149988
182,Bronx,-73.85808235749995,40.83773083199992
183,Bronx,-73.83150112949996,40.849546317999895
184,Bronx,-73.79976234070955,40.86393164263349
185,Bronx,-73.85244987099998,40.85346786199989
186,Manhattan,-73.99243404399994,40.748496368499886
187,Staten Island,-74.13743422052602,40.62569230420253
188,Brooklyn,-73.94477074249983,40.65734495249989
189,Brooklyn,-73.96812739849992,40.67722034799988
190,Brooklyn,-73.97059249049988,40.66064320699987
191,Queens,-73.74201715508471,40.71396095599991
192,Queens,-73.81520176599994,40.74442868499992
193,Queens,-73.94239428004576,40.76179195054662
194,Manhattan,-73.92492725014543,40.79145942138221
195,Brooklyn,-74.00928542932331,40.67546267314576
196,Queens,-73.8656740964999,40.72370340799986
197,Queens,-73.83005530899993,40.69267955149989
198,Queens,-73.90082572749989,40.704617716999934
199,Bronx,-73.88180428793487,40.79205357580685
200,Bronx,-73.908472139443,40.90007877400124
201,Queens,-73.84103664949998,40.57741959483935
202,Manhattan,-73.95080978375194,40.76118030360056
203,Queens,-73.7445592960488,40.65926182621735
204,Staten Island,-74.20652965749998,40.5407672819999
205,Queens,-73.7634295554999,40.69170347999992
206,Staten Island,-74.1006466997697,40.6359899883867
207,Queens,-73.8985326074999,40.76352491699989
208,Bronx,-73.8161966690266,40.8246675291574
209,Manhattan,-74.00412857927198,40.70847535535256
210,Brooklyn,-73.93920262732865,40.593771838499904
211,Manhattan,-74.00108181249989,40.72371646899991
212,Bronx,-73.87040107549993,40.82828955699988
213,Bronx,-73.86026226949987,40.81671230470968
214,Staten Island,-74.08480889610621,40.58661701101048
215,Queens,-73.7922947889999,40.694193820999885
216,Queens,-73.82063046149987,40.67721002549988
217,Brooklyn,-73.95772069499992,40.70323292049993
218,Queens,-73.77288619349994,40.67346860149992
219,Queens,-73.77029838599998,40.66028271149989
220,Bronx,-73.91075937043254,40.88184231299989
221,Staten Island,-74.07235480045114,40.62023083199988
222,Brooklyn,-73.88291614149992,40.64671541367663
223,Queens,-73.90584402349992,40.7784018458909
224,Manhattan,-73.97698123604246,40.73170970499915
225,Brooklyn,-73.93012533599992,40.68871262399989
226,Queens,-73.92653501382505,40.73524211703051
227,Brooklyn,-74.00294706299992,40.64153459799992
228,Brooklyn,-74.00995813949477,40.65359280049992
229,Manhattan,-73.96499747655662,40.75657363039551
230,Manhattan,-73.98419627399991,40.75981693399994
231,Manhattan,-74.00726426169042,40.71857634849989
232,Manhattan,-73.98302108862248,40.71529991058123
233,Manhattan,-73.96997990593074,40.74912389401492
234,Manhattan,-73.99045739599995,40.74023671399991
235,Bronx,-73.9163829039341,40.85370968599988
236,Manhattan,-73.95700953199992,40.78043963049991
237,Manhattan,-73.96563511049996,40.76861400849991
238,Manhattan,-73.97303122261616,40.79178324542306
239,Manhattan,-73.97873159717165,40.78402456323369
240,Bronx,-73.88054258199983,40.89477328696154
241,Bronx,-73.89587824299987,40.87601205349995
242,Bronx,-73.8510353014999,40.84963343049992
243,Manhattan,-73.9357980222621,40.85863655093577
244,Manhattan,-73.9407743822414,40.8411944354999
245,Staten Island,-74.10069559899995,40.62838706499991
246,Manhattan,-74.0038113169179,40.75241161267808
247,Bronx,-73.92250501292031,40.82918287949994
248,Bronx,-73.87330604599998,40.834681044499945
249,Manhattan,-74.00196507349993,40.73461060499992
250,Bronx,-73.84985149349994,40.83261283899986
251,Staten Island,-74.12365656199992,40.61956878299991
252,Queens,-73.81569915799989,40.78831078990949
253,Queens,-73.84175020507487,40.76039128611461
254,Bronx,-73.85823380549994,40.88331035549993
255,Brooklyn,-73.95728866733344,40.7187929634527
256,Brooklyn,-73.95933243361253,40.71097846301373
257,Brooklyn,-73.97963624499985,40.65347735549992
258,Queens,-73.85494030049989,40.68997729599992
259,Bronx,-73.85633414049991,40.89906074355064
260,Queens,-73.90685097249985,40.74660325849992
261,Manhattan,-74.01264349249996,40.70911981499988
262,Manhattan,-73.94514204811306,40.7766813630047
263,Manhattan,-73.95100837249984,40.778766265999934
